[2013-07-07 23:17] [TOW] Hector_Goldman started towing vehicle #-34, owned by false, from Julius Thruway West (pos = 1203.6396484375, 2206.7060546875, 7.3333764076233, rot = 359.35180664063, 359.87915039063, 271.38977050781, health = 1000.2442626953)
[2013-10-03 19:41] [TOW] Jason_Black started towing vehicle #211, owned by Marcus Rollin, from Santa Maria Beach (pos = 353.416015625, -1747.6884765625, 4.5565247535706, rot = 8.4320068359375, 345.41564941406, 320.70739746094, health = 677.89990234375)
[2013-10-03 19:41] [TOW STOP] Jason_Black stopped towing vehicle #211, owned by Marcus Rollin, in Santa Maria Beach (pos = 332.3125, -1778.763671875, 4.6875815391541, rot = 7.130126953125, 0.274658203125, 2.581787109375, health = 677.89990234375)
[2013-10-03 19:42] [TOW] Jason_Black started towing vehicle #211, owned by Marcus Rollin, from Santa Maria Beach (pos = 341.55859375, -1782.2919921875, 4.8048310279846, rot = 3.603515625, 353.2763671875, 349.57397460938, health = 673.99267578125)
[2013-10-03 19:42] [TOW STOP] Jason_Black stopped towing vehicle #211, owned by Marcus Rollin, in Santa Maria Beach (pos = 343.4580078125, -1762.9609375, 4.5832991600037, rot = 359.42321777344, 351.06811523438, 296.92199707031, health = 673.99267578125)
[2013-10-04 12:59] [TOW] Ton_Jones started towing vehicle #516, owned by Fabricio Garcia, from Santa Maria Beach (pos = 646.6044921875, -1774.859375, 12.076805114746, rot = 355.75378417969, 9.755859375, 171.85913085938, health = 299.87789916992)
[2013-10-04 12:59] [TOW STOP] Ton_Jones stopped towing vehicle #516, owned by Fabricio Garcia, in Santa Maria Beach (pos = 559.6708984375, -1789.431640625, 7.3251662254333, rot = 274.30114746094, 47.845458984375, 23.104248046875, health = 299.87789916992)
[2013-10-04 12:59] [TOW] Ton_Jones started towing vehicle #516, owned by Fabricio Garcia, from Santa Maria Beach (pos = 551.7626953125, -1790.7451171875, 5.691545009613, rot = 0.0714111328125, 0.560302734375, 93.372802734375, health = 299.87789916992)
[2013-10-04 13:00] [TOW STOP] Ton_Jones stopped towing vehicle #516, owned by Fabricio Garcia, in Santa Maria Beach (pos = 334.751953125, -1800.4365234375, 4.4942631721497, rot = 358.85192871094, 359.14306640625, 120.94848632812, health = 299.87789916992)
[2013-10-04 16:01] [TOW] Ryan_Lewis started towing vehicle #581, owned by Don Marco, from El Corona (pos = 1827.8583984375, -2020.0419921875, 13.06674861908, rot = 358.63220214844, 5.6744384765625, 168.72802734375, health = 1000.2442016602)
[2013-10-04 16:03] [TOW STOP] Ryan_Lewis stopped towing vehicle #581, owned by Don Marco, in Santa Maria Beach (pos = 327.8095703125, -1823.66015625, 4.303994178772, rot = 359.52758789062, 0.0933837890625, 112.46154785156, health = 1000.2442016602)
[2013-10-04 17:14] [TOW] Jason_Black started towing vehicle #574, owned by Daniel Cortez, from Santa Maria Beach (pos = 332.619140625, -1808.26171875, 4.100998878479, rot = 357.3193359375, 0.098876953125, 173.408203125, health = 503.05249023438)
[2013-10-04 17:14] [TOW STOP] Jason_Black stopped towing vehicle #574, owned by Daniel Cortez, in Santa Maria Beach (pos = 350.0205078125, -1771.673828125, 4.8023166656494, rot = 0.120849609375, 358.39599609375, 355.90209960938, health = 503.05249023438)
[2013-10-04 17:18] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Santa Maria Beach (pos = 350.10546875, -1808.767578125, 4.6030259132385, rot = 1.021728515625, 0.0384521484375, 359.55505371094, health = 1000.2442016602)
[2013-10-04 17:18] [TOW STOP] Nagy_Attila stopped towing vehicle #22, owned by false, in Santa Maria Beach (pos = 350.10546875, -1808.767578125, 4.6030259132385, rot = 1.021728515625, 0.0384521484375, 359.55505371094, health = 1000.2442016602)
[2013-10-04 17:19] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Santa Maria Beach (pos = 350.2744140625, -1809.0908203125, 4.6153512001038, rot = 2.362060546875, 0.1153564453125, 2.0709228515625, health = 996.82537841797)
[2013-10-04 17:19] [TOW STOP] Nagy_Attila stopped towing vehicle #22, owned by false, in Santa Maria Beach (pos = 349.900390625, -1797.15625, 5.0597896575928, rot = 0.560302734375, 346.16821289062, 109.68200683594, health = 996.82537841797)
[2013-10-04 17:19] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Santa Maria Beach (pos = 349.6494140625, -1796.9921875, 4.9395823478699, rot = 359.96154785156, 358.89038085938, 110.25329589844, health = 996.82537841797)
[2013-10-04 17:20] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Santa Maria Beach (pos = 341.283203125, -1799.9150390625, 4.8038187026978, rot = 358.83544921875, 359.84619140625, 116.04858398438, health = 989.98779296875)
[2013-10-04 17:20] [TOW STOP] Nagy_Attila stopped towing vehicle #23, owned by false, in Santa Maria Beach (pos = 339.244140625, -1794.8642578125, 4.8759016990662, rot = 0.17578125, 0.736083984375, 286.50695800781, health = 989.98779296875)
[2013-10-04 17:21] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Santa Maria Beach (pos = 340.30078125, -1794.98046875, 4.8906965255737, rot = 1.1260986328125, 0.5438232421875, 277.53112792969, health = 982.17340087891)
[2013-10-04 17:25] [TOW STOP] Nagy_Attila stopped towing vehicle #23, owned by false, in Idlewood (pos = 1947.5029296875, -1790.1865234375, 13.444336891174, rot = 359.74731445312, 0.0274658203125, 273.4716796875, health = 982.17340087891)
[2013-10-04 17:25] [TOW STOP] Nagy_Attila stopped towing vehicle #22, owned by false, in Idlewood (pos = 1940.658203125, -1789.3310546875, 13.442805290222, rot = 359.30786132812, 0.1922607421875, 228.08715820312, health = 996.82537841797)
[2013-10-04 17:31] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Idlewood (pos = 1940.228515625, -1790.0380859375, 13.472988128662, rot = 359.87915039062, 0.02197265625, 232.61352539062, health = 996.82537841797)
[2013-10-04 17:31] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Idlewood (pos = 1946.384765625, -1790.8310546875, 13.439101219177, rot = 359.76928710938, 0.8184814453125, 285.88623046875, health = 982.17340087891)
[2013-10-04 17:31] [TOW STOP] Nagy_Attila stopped towing vehicle #23, owned by false, in Idlewood (pos = 1946.1650390625, -1790.8349609375, 13.442828178406, rot = 359.29138183594, 0.054931640625, 287.89672851562, health = 982.17340087891)
[2013-10-04 17:31] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Idlewood (pos = 1946.5302734375, -1791.037109375, 13.437507629395, rot = 359.41223144531, 359.59899902344, 288.48999023438, health = 982.17340087891)
[2013-10-04 17:36] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Santa Maria Beach (pos = 330.498046875, -1797.2041015625, 4.784411907196, rot = 358.13781738281, 359.19250488281, 157.90649414062, health = 994.38342285156)
[2013-10-04 17:36] [TOW STOP] Nagy_Attila stopped towing vehicle #22, owned by false, in Santa Maria Beach (pos = 329.25390625, -1797.212890625, 4.9526810646057, rot = 358.64318847656, 20.006103515625, 137.13684082031, health = 994.38342285156)
[2013-10-04 17:41] [TOW] Nagy_Attila started towing vehicle #19, owned by false, from Santa Maria Beach (pos = 356.2607421875, -1809.2314453125, 5.2056708335876, rot = 1.2689208984375, 359.83520507812, 0.3955078125, health = 1000.2442016602)
[2013-10-04 17:41] [TOW STOP] Nagy_Attila stopped towing vehicle #19, owned by false, in Santa Maria Beach (pos = 356.2607421875, -1809.2314453125, 5.2056708335876, rot = 1.2689208984375, 359.83520507812, 0.3955078125, health = 1000.2442016602)
[2013-10-04 17:41] [TOW] Nagy_Attila started towing vehicle #19, owned by false, from Santa Maria Beach (pos = 356.189453125, -1809.3701171875, 5.1857810020447, rot = 0.9283447265625, 0.4888916015625, 2.7301025390625, health = 1000.2442016602)
[2013-10-04 17:42] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Santa Maria Beach (pos = 354.2294921875, -1799.9423828125, 4.8488163948059, rot = 0.6317138671875, 359.77478027344, 21.73095703125, health = 981.68499755859)
[2013-10-04 17:42] [TOW] Nagy_Attila started towing vehicle #21, owned by false, from Santa Maria Beach (pos = 352.8603515625, -1792.8935546875, 5.0943479537964, rot = 3.8177490234375, 358.57727050781, 8.59130859375, health = 987.05737304688)
[2013-10-04 17:53] [TOW STOP] Nagy_Attila stopped towing vehicle #21, owned by false, in Santa Maria Beach (pos = 337.4228515625, -1794.57421875, 5.0136704444885, rot = 5.152587890625, 1.2139892578125, 40.770263671875, health = 987.05737304688)
[2013-10-04 17:54] [TOW] Nagy_Attila started towing vehicle #21, owned by false, from Santa Maria Beach (pos = 470.3173828125, -1777.8212890625, 5.8883028030396, rot = 353.4521484375, 7.18505859375, 115.6640625, health = 944.078125)
[2013-10-04 17:54] [TOW STOP] Nagy_Attila stopped towing vehicle #21, owned by false, in Santa Maria Beach (pos = 385.3505859375, -1776.6953125, 5.5752186775208, rot = 2.779541015625, 357.4951171875, 156.65405273438, health = 944.078125)
[2013-10-04 17:55] [TOW] Nagy_Attila started towing vehicle #21, owned by false, from Santa Maria Beach (pos = 388.4482421875, -1774.6044921875, 5.4965963363647, rot = 0.098876953125, 358.89587402344, 158.89526367188, health = 913.79730224609)
[2013-10-04 17:55] [TOW STOP] Nagy_Attila stopped towing vehicle #21, owned by false, in Santa Maria Beach (pos = 327.271484375, -1801.08203125, 4.7422280311584, rot = 0.68115234375, 6.6082763671875, 354.88037109375, health = 913.79730224609)
[2013-10-04 22:15] [TOW] Jason_Black started towing vehicle #15, owned by false, from Santa Maria Beach (pos = 430.9912109375, -1771.4775390625, 4.9344534873962, rot = 359.46716308594, 358.52233886719, 101.94763183594, health = 1000.2442016602)
[2013-10-04 22:17] [TOW STOP] Jason_Black stopped towing vehicle #15, owned by false, in Commerce (pos = 1431.6484375, -1735.19140625, 13.084468841553, rot = 1.6864013671875, 0.0494384765625, 272.48291015625, health = 1000.2442016602)
[2013-10-05 09:27] [TOW] Marcus_Rollin started towing vehicle #582, owned by Vander John, from Santa Maria Beach (pos = 319.068359375, -1818.515625, 4.1428670883179, rot = 0.9832763671875, 352.95776367188, 269.03869628906, health = 901.09887695312)
[2013-10-05 09:28] [TOW STOP] Marcus_Rollin stopped towing vehicle #582, owned by Vander John, in Santa Maria Beach (pos = 332.6171875, -1815.09375, 3.8457975387573, rot = 1.6973876953125, 356.58874511719, 241.32568359375, health = 901.09887695312)
[2013-10-05 09:32] [TOW] Marcus_Rollin started towing vehicle #245, owned by Hartmann Dzsino Daniel, from Las Colinas (pos = 2028.060546875, -960.5615234375, 40.153770446777, rot = 0.3240966796875, 14.644775390625, 186.73461914062, health = 1000.2442016602)
[2013-10-05 09:35] [TOW STOP] Marcus_Rollin stopped towing vehicle #245, owned by Hartmann Dzsino Daniel, in Santa Maria Beach (pos = 333.3203125, -1810.357421875, 4.2875151634216, rot = 358.78601074219, 0.0714111328125, 182.548828125, health = 1000.2442016602)
[2013-10-05 09:37] [TOW] Ton_Jones started towing vehicle #217, owned by Giorgio Ferrari, from Idlewood (pos = 1829.4404296875, -1717.181640625, 13.346786499023, rot = 358.79699707031, 359.94506835938, 169.95300292969, health = 299.87789916992)
[2013-10-05 09:39] [TOW STOP] Ton_Jones stopped towing vehicle #217, owned by Giorgio Ferrari, in Santa Maria Beach (pos = 330.5986328125, -1797.806640625, 4.5498633384705, rot = 359.0771484375, 358.80798339844, 91.224975585938, health = 299.87789916992)
[2013-10-05 14:49] [TOW] Nagy_Attila started towing vehicle #22, owned by false, from Santa Maria Beach (pos = 351.2490234375, -1807.2978515625, 4.6561059951782, rot = 1.812744140625, 0.3131103515625, 4.317626953125, health = 1000.2442016602)
[2013-10-05 14:50] [TOW] Nagy_Attila started towing vehicle #21, owned by false, from Santa Maria Beach (pos = 312.59765625, -1792.0966796875, 4.6600408554077, rot = 359.52758789062, 1.1590576171875, 203.09875488281, health = 1000.2442016602)
[2013-10-05 14:50] [TOW STOP] Nagy_Attila stopped towing vehicle #21, owned by false, in Santa Maria Beach (pos = 312.59765625, -1792.0966796875, 4.6600408554077, rot = 359.52758789062, 1.1590576171875, 203.09875488281, health = 1000.2442016602)
[2013-10-05 14:50] [TOW] Nagy_Attila started towing vehicle #21, owned by false, from Santa Maria Beach (pos = 313.8994140625, -1794.38671875, 4.6443853378296, rot = 0.6591796875, 0.6756591796875, 209.38293457031, health = 998.77899169922)
[2013-10-05 14:56] [TOW] Nagy_Attila started towing vehicle #23, owned by false, from Santa Maria Beach (pos = 349.26171875, -1786.4951171875, 5.2945666313171, rot = 4.02099609375, 359.55505371094, 351.17248535156, health = 994.38342285156)
[2013-10-05 16:53] [TOW] Matthew_D_Dawis started towing vehicle #583, owned by Nico Bellic, from Dillimore (pos = 798.484375, -509.5107421875, 16.824117660522, rot = 357.63244628906, 357.55554199219, 150.74890136719, health = 1000.2442016602)
[2013-10-05 16:56] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #583, owned by Nico Bellic, in Santa Maria Beach (pos = 343.5859375, -1790.767578125, 4.5033440589905, rot = 358.30810546875, 0.0274658203125, 159.42260742188, health = 1000.2442016602)
[2013-10-05 17:10] [TOW] Matthew_D_Dawis started towing vehicle #460, owned by Curtis Jr Jackson, from Commerce (pos = 1416.1064453125, -1724.9443359375, 13.333397865295, rot = 359.14855957031, 359.96154785156, 81.688842773438, health = 1000.2442016602)
[2013-10-05 17:11] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #460, owned by Curtis Jr Jackson, in Santa Maria Beach (pos = 341.345703125, -1790.251953125, 4.7001714706421, rot = 357.57202148438, 359.70336914062, 140.91613769531, health = 1000.2442016602)
[2013-10-05 19:18] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 335.744140625, -1816.6171875, 4.2441124916077, rot = 6.0699462890625, 356.572265625, 151.80358886719, health = 619.78021240234)
[2013-10-05 19:18] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 338.6845703125, -1846.10546875, 4.3961315155029, rot = 1.285400390625, 354.65515136719, 266.16027832031, health = 619.78021240234)
[2013-10-05 19:49] [TOW] Jason_Black started towing vehicle #547, owned by John Clarkson, from Market (pos = 1118.591796875, -1286.9345703125, 13.373236656189, rot = 359.96704101562, 359.86267089844, 271.37878417969, health = 1000.2442016602)
[2013-10-05 19:51] [TOW STOP] Jason_Black stopped towing vehicle #547, owned by John Clarkson, in Santa Maria Beach (pos = 335.5556640625, -1843.130859375, 4.4461741447449, rot = 359.24743652344, 359.9560546875, 248.29650878906, health = 1000.2442016602)
[2013-10-05 20:10] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 331.041015625, -1848.970703125, 4.3940472602844, rot = 359.79125976562, 359.3408203125, 6.4654541015625, health = 746.27593994141)
[2013-10-05 20:10] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 345.3359375, -1781.9775390625, 5.1649856567383, rot = 5.8502197265625, 358.9013671875, 99.607543945312, health = 740.90356445312)
[2013-10-05 20:11] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 349.47265625, -1794.1591796875, 4.6576118469238, rot = 358.681640625, 359.560546875, 115.8837890625, health = 299.87789916992)
[2013-10-05 20:11] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 333.486328125, -1809.1376953125, 4.2650985717773, rot = 358.06640625, 0.120849609375, 185.21850585938, health = 299.87789916992)
[2013-10-05 20:28] [TOW] Jason_Black started towing vehicle #547, owned by John Clarkson, from Santa Maria Beach (pos = 334.2548828125, -1790.228515625, 4.6684412956238, rot = 357.12158203125, 0.2691650390625, 178.60473632812, health = 1000.2442016602)
[2013-10-05 20:28] [TOW STOP] Jason_Black stopped towing vehicle #547, owned by John Clarkson, in Santa Maria Beach (pos = 205.7373046875, -1780.6025390625, 3.5085983276367, rot = 358.22021484375, 2.04345703125, 116.32873535156, health = 1000.2442016602)
[2013-10-05 21:01] [TOW] Jason_Black started towing vehicle #15, owned by false, from Santa Maria Beach (pos = 314.1279296875, -1803.7041015625, 4.2511672973633, rot = 2.5323486328125, 358.9013671875, 296.96594238281, health = 1000.2442016602)
[2013-10-05 21:01] [TOW STOP] Jason_Black stopped towing vehicle #15, owned by false, in Santa Maria Beach (pos = 293.369140625, -1772.6328125, 4.3116774559021, rot = 2.8564453125, 2.603759765625, 125.29357910156, health = 1000.2442016602)
[2013-10-05 22:43] [TOW] Jason_Black started towing vehicle #599, owned by Kaffai Andras, from Commerce (pos = 1471.4345703125, -1829.931640625, 13.283484458923, rot = 0.9942626953125, 359.76928710938, 186.86096191406, health = 781.92919921875)
[2013-10-05 22:43] [TOW STOP] Jason_Black stopped towing vehicle #599, owned by Kaffai Andras, in Commerce (pos = 1471.876953125, -1833.8701171875, 13.270813941956, rot = 359.7802734375, 0.0274658203125, 189.36584472656, health = 781.92919921875)
[2013-10-06 12:36] [TOW] Matthew_D_Dawis started towing vehicle #601, owned by Skaffer Peter, from Richman (pos = 268.0400390625, -1360.72265625, 53.385417938232, rot = 0.3460693359375, 1.16455078125, 28.712768554688, health = 1000.2442016602)
[2013-10-06 12:37] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #601, owned by Skaffer Peter, in Richman (pos = 268.0400390625, -1360.72265625, 53.385417938232, rot = 0.3460693359375, 1.16455078125, 28.712768554688, health = 1000.2442016602)
[2013-10-06 12:37] [TOW] Matthew_D_Dawis started towing vehicle #601, owned by Skaffer Peter, from Richman (pos = 268.037109375, -1360.7138671875, 53.283142089844, rot = 359.95056152344, 1.23046875, 28.71826171875, health = 1000.2442016602)
[2013-10-06 12:38] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #601, owned by Skaffer Peter, in Rodeo (pos = 486.7900390625, -1248.4482421875, 18.25510597229, rot = 13.2275390625, 355.86364746094, 123.76098632812, health = 1000.2442016602)
[2013-10-06 12:38] [TOW] Matthew_D_Dawis started towing vehicle #601, owned by Skaffer Peter, from Rodeo (pos = 486.087890625, -1251.7685546875, 17.776561737061, rot = 348.64562988281, 1.0546875, 228.77380371094, health = 1000.2442016602)
[2013-10-06 12:39] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #601, owned by Skaffer Peter, in Rodeo (pos = 487.0234375, -1252.603515625, 17.54905128479, rot = 348.81042480469, 0.9228515625, 228.14208984375, health = 1000.2442016602)
[2013-10-06 12:39] [TOW] Matthew_D_Dawis started towing vehicle #601, owned by Skaffer Peter, from Rodeo (pos = 488.0078125, -1253.2158203125, 17.260173797607, rot = 346.84387207031, 2.384033203125, 237.43103027344, health = 1000.2442016602)
[2013-10-06 12:39] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #601, owned by Skaffer Peter, in Santa Maria Beach (pos = 340.4521484375, -1796.9501953125, 4.8787775039673, rot = 358.00048828125, 359.50012207031, 148.14514160156, health = 1000.2442016602)
[2013-10-06 15:22] [TOW] Matthew_D_Dawis started towing vehicle #604, owned by Lakk Hugo, from Verdant Bluffs (pos = 1477.287109375, -1845.7373046875, 13.341060638428, rot = 0.1043701171875, 0.3350830078125, 83.880615234375, health = 299.87789916992)
[2013-10-06 15:23] [TOW STOP] Matthew_D_Dawis stopped towing vehicle #604, owned by Lakk Hugo, in Santa Maria Beach (pos = 339.228515625, -1792.4267578125, 4.6867709159851, rot = 358.9892578125, 359.14855957031, 120.27282714844, health = 299.87789916992)
[2013-10-06 16:09] [TOW] Jason_Black started towing vehicle #571, owned by Adam Jashon, from Santa Maria Beach (pos = 245.751953125, -1697.7685546875, 8.9230995178223, rot = 2.493896484375, 358.3740234375, 65.555419921875, health = 673.01586914062)
[2013-10-06 16:12] [TOW STOP] Jason_Black stopped towing vehicle #571, owned by Adam Jashon, in Santa Maria Beach (pos = 332.837890625, -1808.5947265625, 4.2523965835571, rot = 3.27392578125, 0.98876953125, 256.904296875, health = 673.01586914062)
[2013-10-06 16:38] [TOW] Jason_Black started towing vehicle #302, owned by Nagy Attila, from Santa Maria Beach (pos = 324.53125, -1789.75390625, 4.2299904823303, rot = 0.0054931640625, 0.9832763671875, 182.89489746094, health = 894.26129150391)
[2013-10-06 16:38] [TOW STOP] Jason_Black stopped towing vehicle #302, owned by Nagy Attila, in Santa Maria Beach (pos = 324.53125, -1789.75390625, 4.2299904823303, rot = 0.0054931640625, 0.9832763671875, 182.89489746094, health = 894.26129150391)
[2013-10-06 16:48] [TOW] Jason_Black started towing vehicle #460, owned by Curtis Jr Jackson, from Commerce (pos = 1407.9736328125, -1725.115234375, 13.316955566406, rot = 359.07165527344, 359.97253417969, 237.35412597656, health = 1000.2442016602)
[2013-10-06 16:51] [TOW STOP] Jason_Black stopped towing vehicle #460, owned by Curtis Jr Jackson, in Santa Maria Beach (pos = 340.193359375, -1849.1865234375, 4.4517736434937, rot = 359.17053222656, 0.120849609375, 234.25598144531, health = 1000.2442016602)
[2013-10-06 18:05] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 330.134765625, -1809.857421875, 4.2421708106995, rot = 359.23645019531, 358.91235351562, 117.7734375, health = 1000.2442016602)
[2013-10-06 18:05] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 330.1220703125, -1810.0185546875, 4.2384204864502, rot = 359.22546386719, 359.32983398438, 122.39868164062, health = 1000.2442016602)
[2013-10-06 18:30] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 320.4189453125, -1820.689453125, 4.4071311950684, rot = 359.29138183594, 359.85717773438, 234.87121582031, health = 1000.2442016602)
[2013-10-06 18:31] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 330.3212890625, -1792.126953125, 4.6042113304138, rot = 358.04443359375, 0.02197265625, 181.61499023438, health = 1000.2442016602)
[2013-10-06 18:31] [TOW] Jason_Black started towing vehicle #513, owned by Jonhy Brown, from Santa Maria Beach (pos = 330.3447265625, -1792.2705078125, 4.5902934074402, rot = 357.275390625, 359.84069824219, 182.6806640625, health = 1000.2442016602)
[2013-10-06 18:31] [TOW STOP] Jason_Black stopped towing vehicle #513, owned by Jonhy Brown, in Santa Maria Beach (pos = 330.283203125, -1790.0703125, 4.6411852836609, rot = 358.18725585938, 0.3021240234375, 179.33532714844, health = 1000.2442016602)
[2013-10-06 19:19] [TOW] Nagy_Attila started towing vehicle #577, owned by Wolf Carter, from Santa Maria Beach (pos = 459.6552734375, -1737.9853515625, 8.8753414154053, rot = 351.00769042969, 11.00830078125, 219.90783691406, health = 1000.2442016602)
[2013-10-06 19:20] [TOW] Jason_Black started towing vehicle #579, owned by Alex Bodnar, from Idlewood (pos = 1887.1923828125, -1810.8349609375, 13.326736450195, rot = 359.208984375, 359.96704101562, 26.597900390625, health = 1000.2442016602)
[2013-10-06 19:20] [TOW STOP] Jason_Black stopped towing vehicle #579, owned by Alex Bodnar, in Idlewood (pos = 1887.1923828125, -1810.8349609375, 13.326736450195, rot = 359.208984375, 359.96704101562, 26.597900390625, health = 1000.2442016602)
[2013-10-06 19:20] [TOW STOP] Nagy_Attila stopped towing vehicle #577, owned by Wolf Carter, in Santa Maria Beach (pos = 335.2958984375, -1810.21875, 4.217716217041, rot = 358.7255859375, 359.98901367188, 169.26635742188, health = 1000.2442016602)
[2013-10-06 19:20] [TOW] Jason_Black started towing vehicle #579, owned by Alex Bodnar, from Idlewood (pos = 1886.92578125, -1810.8330078125, 13.263337135315, rot = 0.032958984375, 0.3240966796875, 28.800659179688, health = 1000.2442016602)
[2013-10-06 19:24] [TOW] Jason_Black started towing vehicle #579, owned by Alex Bodnar, from Santa Maria Beach (pos = 352.1123046875, -1786.9423828125, 5.0211405754089, rot = 2.4334716796875, 1.58203125, 320.69091796875, health = 992.42980957031)
[2013-10-06 19:24] [TOW STOP] Jason_Black stopped towing vehicle #579, owned by Alex Bodnar, in Santa Maria Beach (pos = 356.0830078125, -1738.404296875, 5.5464973449707, rot = 0.87890625, 346.21765136719, 356.56127929688, health = 992.42980957031)
[2013-10-06 19:24] [TOW] Jason_Black started towing vehicle #527, owned by Skaffer Peter, from Santa Maria Beach (pos = 344.494140625, -1790.1669921875, 5.0643057823181, rot = 2.3785400390625, 1.0107421875, 326.23352050781, health = 1000.2442016602)
[2013-10-06 19:24] [TOW STOP] Jason_Black stopped towing vehicle #527, owned by Skaffer Peter, in Santa Maria Beach (pos = 354.9736328125, -1746.7197265625, 5.4082522392273, rot = 2.9058837890625, 350.58471679688, 358.5498046875, health = 1000.2442016602)
[2013-10-06 19:24] [TOW] Jason_Black started towing vehicle #179, owned by Al Alahamar, from Santa Maria Beach (pos = 362.9375, -1769.3916015625, 5.3822407722473, rot = 357.94555664062, 359.98352050781, 97.761840820312, health = 299.87789916992)
[2013-10-06 19:25] [TOW STOP] Jason_Black stopped towing vehicle #179, owned by Al Alahamar, in Santa Maria Beach (pos = 329.486328125, -1797.5927734375, 4.8172659873962, rot = 359.52209472656, 358.92333984375, 83.95751953125, health = 299.87789916992)
